Name,ID,Pos,Squad,Min
Smith Matthew,54b6eed9,"['CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'DM', 'CB', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM']","['Arsenal', 'Wigan Athletic']",2620.0
Smith Rowe Emile,17695062,"['LW', 'AM', 'AM', 'CM', 'DM', 'LW', 'RM', 'FW', 'CM', 'LW', 'LW', 'RM', 'RM', 'RM', 'RM', 'LW', 'RW', 'LM', 'LM', 'LM', 'LM', 'CM', 'LM', 'LM']","['Arsenal', 'eng Arsenal']",470.0
Soares Cédric,839c14e1,"['RB', 'LB', 'LB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB']","['Arsenal', 'Fulham', 'eng Arsenal']",470.0
Solomon Manor,886f9aac,"['LW', 'RW', 'LW', 'RW', 'LW', 'LW', 'LW', 'RW', 'LW', 'LW', 'FW', 'LW', 'LW', 'RW', 'LW', 'LW', 'LW', 'LW', 'RW', 'LW', 'RW', 'FW', 'FW', 'FW', 'AM', 'AM', 'AM', 'FW', 'LM', 'FW', 'FW', 'RW', 'LW', 'LW', 'LW', 'LW', 'DM', 'FW', 'FW']","['il Israel', 'Tottenham', 'Fulham']",1901.0
Sousa Lino,e09d77a2,"['LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'RB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB']",['Arsenal'],2298.0
Souček Tomáš,6613c819,"['DM', 'CM', 'RM', 'DM', 'DM', 'CM', 'RM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'CM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'LM', 'DM', 'RM', 'CM', 'CM', 'CM', 'CM', 'DM', 'LM', 'RM', 'DM', 'CM', 'DM', 'RM', 'CM', 'RM', 'RM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'DM', 'CB', 'FW', 'DM', 'DM', 'CM', 'DM', 'CM', 'CM', 'CM', 'DM', 'DM', 'RM', 'DM', 'DM', 'CM', 'DM', 'DM', 'CM', 'DM', 'AM', 'DM', 'DM', 'CM', 'AM', 'AM', 'DM', 'CM', 'AM', 'DM', 'AM', 'AM', 'DM', 'RM', 'CM', 'CM', 'CM', 'DM', 'DM', 'LW', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'RM']","['West Ham', 'eng West Ham', 'cz Czech Republic']",6998.0
Spence Djed,9bc9a519,"['RM', 'RB', 'WB', 'RW', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'LB', 'LB', 'LB']","['Tottenham', 'fr Rennes', 'Leeds United', 'Rennes']",979.0
Sterling Raheem,b400bde0,"['FW', 'LW', 'FW', 'AM', 'FW', 'CM', 'CM', 'FW', 'LM', 'FW', 'AM', 'FW', 'LW', 'FW', 'LW', 'FW', 'WB', 'AM', 'FW', 'FW', 'AM', 'WB', 'RW', 'RW', 'RW', 'FW', 'RW', 'RW', 'AM', 'LW', 'LW', 'WB', 'LW', 'RW', 'RW', 'RW', 'FW', 'FW', 'RW', 'LW', 'LW', 'LW', 'FW', 'LW', 'FW', 'FW', 'LW', 'WB', 'AM', 'FW', 'AM', 'FW', 'AM', 'WB', 'LW', 'FW', 'LW', 'LW', 'RW', 'FW', 'LM', 'AM', 'AM', 'AM', 'FW', 'AM', 'RM', 'FW', 'AM', 'RW', 'LW', 'RW', 'LW', 'RW', 'LW', 'FW', 'FW', 'LW', 'RW', 'LW', 'LW', 'LW', 'RW', 'LW', 'RW', 'RM', 'LW', 'RW', 'RW', 'RW', 'DM', 'RW', 'RW', 'AM']","['eng England', 'eng Chelsea', 'Chelsea']",4412.0
Stevens Finley,7e003182,"['RM', 'WB', 'WB', 'WB', 'AM', 'LB', 'RB', 'RB', 'RM', 'RB', 'RB', 'DM', 'RB', 'RB', 'RB', 'RB', 'CB', 'RB', 'RB', 'RB', 'RB']","['Oxford United', 'Brentford', 'Swansea City']",1434.0
Stones John,5eecec3d,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'CM', 'RB', 'RB', 'RB', 'CB', 'DM', 'CB', 'CB', 'RB', 'CB', 'DM', 'RB', 'RB', 'DM', 'DM', 'DM', 'RB', 'CB', 'CB', 'DM', 'CB', 'CB', 'CB', 'CB', 'RB', 'CB', 'RB', 'CB', 'CB', 'CB', 'CB', 'DM', 'CB', 'CB', 'DM', 'DM', 'CB', 'DM', 'DM', 'CB', 'DM', 'CB', 'CM', 'DM', 'CB', 'CB', 'DM', 'CB', 'DM', 'CB', 'CB', 'DM', 'CB']","['eng England', 'eng Manchester City', 'Manchester City']",4227.0
Stutter Ronnie,e3f9e68a,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']",['Chelsea'],652.0
Susoho Mahamadou,6cdd9d3d,"['CB', 'CM', 'CB', 'CM', 'DM']","['eng Manchester City', 'Manchester City']",301.0
Szoboszlai Dominik,934e1968,"['CM', 'CM', 'CM', 'LW', 'RW', 'RW', 'LW', 'AM', 'AM', 'RW', 'AM', 'RM', 'RW', 'RM', 'RW', 'RW', 'LW', 'RW', 'CM', 'RW', 'AM', 'AM', 'AM', 'AM', 'RW', 'RM', 'AM', 'AM', 'AM', 'AM', 'RW', 'AM', 'RW', 'LW', 'RW', 'AM', 'AM', 'CM', 'AM', 'CM', 'AM', 'RW', 'AM', 'LM', 'AM', 'RM', 'AM', 'AM', 'AM', 'AM', 'FW', 'RW', 'RW', 'AM', 'AM', 'RW', 'RW', 'RW', 'RW', 'AM', 'AM', 'AM', 'AM', 'FW', 'AM', 'RW', 'AM', 'AM', 'RM', 'LW', 'RM', 'CM', 'RM', 'CM', 'RM', 'LM', 'CM', 'RM', 'RM', 'CM', 'RM', 'RM', 'RM', 'LM', 'RM', 'LM', 'RM', 'RM', 'RM', 'RM', 'RM', 'AM', 'AM', 'RM', 'RW', 'LM', 'AM', 'AM', 'FW', 'LM', 'AM', 'AM']","['RB Leipzig', 'hu Hungary', 'Liverpool', 'eng Liverpool', 'de RB Leipzig']",6752.0
Sánchez Davinson,da7b447d,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['Tottenham', 'eng Tottenham', 'Galatasaray', 'co Colombia', 'tr Galatasaray']",3134.0
Tanganga Japhet,e9971f2d,"['CB', 'CB', 'WB', 'RB', 'CB', 'CB', 'CB']","['Tottenham', 'eng Tottenham']",344.0
Targett Matt,e514ab62,"['LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'RB', 'LB', 'RB', 'LB', 'CB', 'LB', 'LM', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LW', 'LB', 'LB', 'LB', 'CM']","['Newcastle Utd', 'eng Newcastle Utd']",969.0
Tarkowski James,15ea812b,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']",['Everton'],5219.0
Taylor Charlie,cc2d7ad5,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'FW', 'CB', 'CB', 'CB', 'CB', 'CB', 'LB', 'LB', 'LB', 'FW', 'LB', 'LB', 'CB', 'CB', 'LB', 'CB', 'CB', 'CB', 'LB', 'CB', 'CB', 'CB', 'LB', 'LB', 'CB', 'CB', 'CB', 'LB', 'LB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB']",['Burnley'],3525.0
Tierney Kieran,fce2302c,"['LB', 'LB', 'LW', 'RW', 'LB', 'LB', 'WB', 'LB', 'LB', 'LB', 'LB', 'WB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LW', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'CB', 'LB', 'LB', 'CB', 'LB', 'LB', 'CB', 'CB', 'CB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'CB', 'CB', 'CB', 'LB', 'LB']","['Arsenal', 'eng Arsenal', 'es Real Sociedad', 'sct Scotland', 'Real Sociedad']",2623.0
Timber Jurriën,41034650,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'CB', 'CB', 'RB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'LB', 'LB']","['Ajax', 'nl Netherlands', 'nl Ajax', 'Arsenal']",4649.0
Tomiyasu Takehiro,b3af9be1,"['RB', 'RB', 'RB', 'LB', 'RB', 'WB', 'CB', 'RB', 'RB', 'LB', 'CB', 'LB', 'WB', 'RB', 'RB', 'LB', 'RB', 'LB', 'LB', 'CB', 'RB', 'RB', 'RB', 'LB', 'RB', 'RB', 'RB', 'LB', 'RB', 'RB', 'RB', 'CB', 'RB', 'LB', 'RB', 'RB', 'RB', 'CB', 'RB', 'CB', 'RM', 'RB', 'RB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'RB', 'LB', 'RB', 'RB', 'RB', 'RB', 'CB', 'LB', 'CB', 'RB', 'LB', 'CB', 'CB', 'LB', 'LB', 'CB', 'RB']","['Arsenal', 'jp Japan', 'eng Arsenal']",2837.0
Tomkins James,e7ca0439,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']",['Crystal Palace'],542.0
Tonali Sandro,0db169ae,"['DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'RM', 'DM', 'CM', 'DM', 'DM', 'CM', 'CM', 'DM', 'CM', 'DM', 'CM', 'LM', 'CM', 'CM', 'CM', 'DM', 'CM', 'DM', 'DM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'CM', 'CM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'CM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'RM', 'RM', 'RM', 'RM', 'CM', 'LM', 'LM', 'CM', 'CM', 'LM', 'CM', 'LM', 'RM']","['it Italy', 'Newcastle Utd', 'it Milan', 'eng Newcastle Utd', 'Milan']",5028.0
Toney Ivan,e09f279b,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']",['Brentford'],3071.0
Traoré Adama,9a28eba4,"['LW', 'WB', 'LW', 'RW', 'RW', 'AM', 'RW', 'RW', 'RW', 'RW', 'RW', 'FW', 'FW', 'RW', 'AM', 'RW', 'AM', 'RW', 'LW', 'FW', 'RW', 'RW', 'RM', 'RW', 'RW', 'RW', 'FW', 'FW', 'RW', 'WB', 'RW', 'RW', 'RM', 'CM', 'CM', 'RM', 'RM', 'FW', 'RW', 'AM', 'CM', 'RM', 'RW', 'FW', 'FW', 'RM', 'AM', 'RB', 'RW', 'CM', 'RW', 'LW', 'AM']","['Fulham', 'Wolves']",1912.0
Traoré Bertrand,c47541e0,"['FW', 'FW', 'RM', 'FW', 'FW', 'FW', 'FW', 'RW', 'RW', 'RM', 'RW', 'FW', 'RW', 'LW', 'RW', 'RM', 'RW', 'LM', 'AM', 'RW', 'LW', 'RW', 'RW', 'AM', 'WB', 'FW', 'CB', 'RM', 'RW', 'FW']","['Başakşehir', 'bf Burkina Faso', 'eng Aston Villa', 'tr Başakşehir', 'Aston Villa']",1393.0
Traoré Boubacar,999ceb5f,"['DM', 'DM', 'DM', 'DM', 'CM', 'WB', 'DM', 'CM', 'DM', 'DM', 'DM', 'RM', 'CM', 'CM', 'LW', 'DM', 'CM', 'FW', 'DM', 'FW', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'FW', 'CM', 'CM', 'CM']","['Wolverhampton Wanderers', 'ml Mali', 'Metz', 'Wolves']",1380.0
Trevitt Ryan,732327ae,"['CM', 'DM', 'CM', 'DM', 'DM', 'DM', 'AM', 'CM', 'DM', 'CM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'CM', 'CM', 'DM', 'CM', 'DM']",['Exeter City'],1871.0
Trippier Kieran,21512407,"['RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RM', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'LB', 'LB', 'RB', 'RB', 'LB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'LB', 'RB', 'RB', 'LB', 'RB', 'RB', 'RB', 'RB', 'LB', 'RB', 'RB', 'LB', 'RB', 'LB', 'RB', 'RB', 'RB', 'RB']","['eng England', 'Newcastle Utd', 'eng Newcastle Utd']",6441.0
Trossard Leandro,38ceb24a,"['LW', 'FW', 'WB', 'WB', 'LW', 'LM', 'RW', 'LW', 'AM', 'FW', 'WB', 'FW', 'AM', 'AM', 'RW', 'LM', 'WB', 'LW', 'WB', 'LW', 'FW', 'FW', 'FW', 'AM', 'AM', 'LW', 'FW', 'FW', 'FW', 'LW', 'LM', 'LW', 'LW', 'LW', 'FW', 'FW', 'FW', 'FW', 'RW', 'FW', 'FW', 'FW', 'RM', 'CM', 'LM', 'FW', 'LW', 'LW', 'LW', 'LM', 'LW', 'LM', 'LW', 'FW', 'AM', 'WB', 'LW', 'FW', 'AM', 'FW', 'FW', 'LM', 'LW', 'FW', 'LW', 'LW', 'LW', 'LW', 'FW', 'FW', 'LM', 'LW', 'LM', 'LW', 'CM', 'LW', 'LW', 'CM', 'FW', 'LW', 'LW', 'LW', 'LM', 'FW', 'FW', 'AM', 'LW']","['Arsenal', 'be Belgium', 'eng Arsenal', 'Brighton']",3756.0
Trésor Mike,b2a81fc6,"['RM', 'CM', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'RW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LM', 'LM', 'LW', 'LW', 'LW', 'AM', 'LM', 'LW', 'LW', 'LW', 'LW', 'AM', 'LW', 'LW', 'RW', 'LW', 'LW', 'LW', 'LW', 'LW', 'AM', 'AM', 'LW', 'FW', 'LW', 'LW', 'RW', 'RW', 'LW', 'RM', 'LM', 'LM', 'LM', 'LM', 'LW', 'DM', 'LW', 'AM', 'RM']","['be Belgium', 'be Genk', 'Burnley', 'Genk']",3996.0
Tsimikas Kostas,f315ca93,"['LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LM', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LM', 'FW', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB']","['eng Liverpool', 'Liverpool', 'gr Greece']",3536.0
Turns Ed,9bbef03e,"['CM', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'LB', 'CB', 'CB', 'CB', 'LB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['Leyton Orient', 'Brighton']",3152.0
Udogie Destiny,7cd520e8,"['WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'CM', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'LB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'WB', 'LW', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB']","['Udinese', 'it Italy', 'Tottenham']",3998.0
Ugochukwu Lesley,1df4a109,"['CM', 'DM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'DM', 'CM', 'CM', 'LM', 'CM', 'AM', 'CM', 'RW', 'CM', 'CM', 'DM', 'DM', 'CM', 'DM', 'RM', 'DM', 'DM', 'CM', 'RM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM']","['fr Rennes', 'Chelsea', 'Rennes']",2406.0
Undav Deniz,dd549382,"['FW', 'DM', 'FW', 'LW', 'FW', 'AM', 'FW', 'AM', 'FW', 'AM', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'FW', 'AM', 'AM', 'FW', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'LW', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'RW', 'FW', 'FW']","['Stuttgart', 'Brighton']",1618.0
Varane Raphaël,9f8e9423,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RW', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'LW', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['Manchester Utd', 'fr France', 'eng Manchester Utd']",4070.0
Veltman Joël,dad4b285,"['CB', 'RB', 'CB', 'CB', 'RB', 'RB', 'RB', 'CB', 'CB', 'RB', 'RB', 'CB', 'CB', 'RB', 'RB', 'CB', 'CB', 'CB', 'LW', 'CB', 'FW', 'RB', 'RB', 'RB', 'RB', 'CB', 'CB', 'RB', 'RB', 'CB', 'RB', 'CB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'WB', 'RB', 'RB', 'RB', 'CB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'FW']","['eng Brighton', 'Brighton']",3527.0
Ven Micky van,8fe2a392,"['LB', 'LB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'LB', 'CB', 'LB', 'CB', 'CB', 'CB', 'LB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'LB', 'LB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['Wolfsburg', 'Tottenham']",4303.0
Vieira Fabio,6412cc03,"['CM', 'AM', 'LM', 'RM', 'RW', 'RM', 'AM', 'LM', 'RM', 'LM', 'RW', 'LM', 'RM', 'RM', 'AM', 'RW', 'RM', 'RM', 'LM', 'LM', 'CM', 'LM', 'RW', 'LM', 'LM', 'LB', 'LM', 'LW', 'CM', 'LM', 'RM', 'RM', 'LM', 'AM', 'RW', 'RM', 'RW', 'AM', 'RM', 'RM', 'AM', 'CM', 'CM', 'LM', 'LM', 'LM', 'LM', 'RW', 'LM', 'RM', 'RM', 'RW', 'RW', 'CM', 'FW', 'RM']","['Arsenal', 'eng Arsenal']",1841.0
Vinagre Rúben,b937e490,"['LB', 'LM', 'LB', 'LM', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LW', 'DM', 'LM', 'LW', 'LB', 'LB']","['Everton', 'Hull City']",742.0
Vitinho,9295dc1c,"['RW', 'FW', 'LW', 'RW', 'RW', 'LB', 'LB', 'RW', 'LB', 'RB', 'LB', 'RW', 'LB', 'LB', 'RB', 'RB', 'LB', 'LB', 'RB', 'RB', 'RB', 'RW', 'RB', 'RB', 'RW', 'RW', 'RW', 'FW', 'RW', 'CB', 'LB', 'RW', 'WB', 'RW', 'RW', 'LW', 'RW', 'LW', 'LW', 'LB', 'RB', 'AM', 'RB', 'AM', 'LB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB']",['Burnley'],3558.0
Vlašić Nikola,aa8e289e,"['AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'LM', 'FW', 'CM', 'AM', 'AM', 'AM', 'FW', 'AM', 'FW', 'LM', 'FW', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'CM', 'CM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'LW', 'FW', 'AM', 'FW', 'RW', 'RW', 'RW', 'RM', 'RW', 'RW', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'CM', 'AM', 'CM', 'AM', 'AM', 'CM', 'AM', 'AM']","['hr Croatia', 'Torino']",4481.0
Véliz Alejo,3f7bafbe,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']","['Tottenham', 'Rosario Cent']",3191.0
Walker Kyle,86dd77d1,"['RB', 'RB', 'RB', 'RB', 'RB', 'CB', 'RB', 'RB', 'RM', 'RB', 'RB', 'RB', 'RW', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'DM', 'RW', 'RB', 'CB', 'RB', 'RB', 'RB', 'RB', 'CB', 'RB', 'RB', 'CB', 'RB', 'RB', 'RB', 'LB', 'RB', 'RB', 'RB', 'CB', 'DM', 'RB', 'RB', 'RM', 'CB', 'RB', 'RB', 'DM', 'DM', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'CB', 'RB', 'RB', 'RB', 'WB', 'CB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'CB', 'RB', 'RB', 'RB', 'RB', 'RB']","['eng England', 'eng Manchester City', 'Manchester City']",5914.0
Walters Reuell,501ac0cc,"['RB', 'RB', 'LB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'CB', 'CB', 'CB', 'RB', 'CB', 'CB', 'CB', 'RB', 'CB', 'CB', 'RB', 'RB', 'LB']",['Arsenal'],1935.0
Wan-Bissaka Aaron,9e525177,"['RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RM', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'CB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB']","['Manchester Utd', 'eng Manchester Utd']",3203.0
Ward Joel,8a7ff278,"['CB', 'RB', 'CB', 'RB', 'LB', 'CB', 'RB', 'RB', 'CB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'LB', 'LB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'CB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'CB']",['Crystal Palace'],3781.0
Ward-Prowse James,3515d404,"['CM', 'RM', 'CM', 'DM', 'DM', 'CM', 'DM', 'AM', 'DM', 'CM', 'DM', 'CM', 'DM', 'DM', 'CM', 'CM', 'DM', 'RM', 'RM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'DM', 'DM', 'CM', 'DM', 'CM', 'AM', 'CM', 'AM', 'CM', 'CM', 'AM', 'CM', 'CM', 'CM', 'AM', 'DM', 'DM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'CM', 'DM', 'AM', 'AM', 'CM', 'CM', 'DM', 'CM', 'DM', 'AM', 'DM', 'AM', 'DM', 'AM', 'DM', 'CM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'CM', 'CM', 'DM', 'CM', 'DM', 'DM', 'DM', 'RM', 'LM']","['West Ham', 'eng England', 'Southampton', 'eng West Ham']",5963.0
